mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_importance_type,param_learning_rate,param_max_depth,param_min_child_samples,param_n_estimators,param_num_leaves,param_reg_lambda,params,split0_test_neg_mean_squared_log_error,split1_test_neg_mean_squared_log_error,split2_test_neg_mean_squared_log_error,split3_test_neg_mean_squared_log_error,split4_test_neg_mean_squared_log_error,mean_test_neg_mean_squared_log_error,std_test_neg_mean_squared_log_error,rank_test_neg_mean_squared_log_error,split0_test_neg_median_absolute_error,split1_test_neg_median_absolute_error,split2_test_neg_median_absolute_error,split3_test_neg_median_absolute_error,split4_test_neg_median_absolute_error,mean_test_neg_median_absolute_error,std_test_neg_median_absolute_error,rank_test_neg_median_absolute_error,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_r2,split1_test_r2,split2_test_r2,split3_test_r2,split4_test_r2,mean_test_r2,std_test_r2,rank_test_r2
0.6625550270080567,0.01989161351421639,0.01437983512878418,0.004294735577147135,gain,0.05,-1,5,20,40,0.03,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 40, 'reg_lambda': 0.03}",-4.035258623853438,-8.77577227716913,-3.344920412146583,-2.6937020466628754,-4.587613952916369,-4.687453462549679,2.141360150234075,930,-29756.545572495805,-28203.473805343732,-25554.117239879648,-25911.479849946787,-27784.525370245334,-27442.02836758226,1546.6661200337485,993,-1311882458.2445123,-1158503359.7644334,-1721231964.8060849,-2030663467.5926545,-1160764783.576645,-1476609206.796866,344934877.60044515,45,-0.01901049942719868,-0.14823085009058468,0.0075542849434772075,-0.1186587978288729,-0.06229410986246098,-0.068127994453128,0.05855629686511715,45
0.7434717655181885,0.02112537570947516,0.016619062423706053,0.005862990444122806,gain,0.05,-1,5,20,60,0,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 60, 'reg_lambda': 0}",-4.035087156001235,-8.775776333828091,-3.3448573860923205,-2.693625859252962,-4.587338169063546,-4.687336980847631,2.141396807603594,900,-29747.00804798871,-28178.108950117406,-25527.965304200246,-25937.46679948282,-27759.130197867715,-27429.935859931382,1541.5518999333783,916,-1311736084.9342988,-1158591432.3302748,-1721233526.6820576,-2030497260.235131,-1160758634.829207,-1476563387.8021939,344880575.88844043,25,-0.01889680331135679,-0.1483181417123942,0.007553384380886929,-0.11856723695444682,-0.062288482729144334,-0.06810345606529104,0.05858336806899565,25
0.8214377403259278,0.059613383424201305,0.01483001708984375,0.0016650393816623039,gain,0.05,-1,5,20,60,0.01,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 60, 'reg_lambda': 0.01}",-4.035163864645654,-8.775791116792202,-3.3448716387764668,-2.6936316989104605,-4.587350793245272,-4.687361822474012,2.1413947873164823,912,-29744.81574020441,-28178.104247682386,-25527.97515105681,-25937.55190672342,-27759.111314684822,-27429.511672070366,1540.8727902558028,912,-1311772817.0213966,-1158593407.147305,-1721236323.561025,-2030499002.4120271,-1160755394.1867824,-1476571388.8657074,344878250.96786165,29,-0.018925335122406794,-0.14832009901861887,0.00755177172750654,-0.118568196690781,-0.06228551699878415,-0.06810947522061686,0.0585789196875175,29
0.791845178604126,0.041025541109109206,0.021819019317626955,0.005982931305109768,gain,0.05,-1,5,20,60,0.03,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 60, 'reg_lambda': 0.03}",-4.03516462749156,-8.775847087613275,-3.3448976647021254,-2.6936353160608966,-4.5873691584608505,-4.687382770865741,2.1414120048389824,916,-29747.85228479359,-28174.116156781718,-25519.613887678206,-25940.876721956367,-27762.725540118678,-27429.03691826571,1542.978480192448,907,-1311765858.7699358,-1158626455.6859646,-1721239053.6835184,-2030494968.1240585,-1160739000.8126214,-1476573067.4152198,344874916.01443857,33,-0.018919930269821528,-0.1483528545141637,0.007550197565263539,-0.11856597426850324,-0.062270514316881354,-0.06811181516082125,0.05858830783050307,33
0.8632341384887695,0.015846151312347876,0.016225194931030272,0.002131060452563343,gain,0.05,-1,5,20,80,0,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 80, 'reg_lambda': 0}",-4.035211106756177,-8.77564312700892,-3.344893336827813,-2.6936387921003373,-4.58721306374217,-4.687319885287083,2.141332645942634,890,-29751.387432010226,-28175.758535415825,-25509.13664643289,-25915.64992934207,-27811.1674917173,-27432.620006983663,1553.9126035127222,945,-1311779602.9182255,-1158520408.0816686,-1721247613.0291083,-2030458908.6418843,-1160734522.8448007,-1476548211.1031375,344883609.81060785,19,-0.018930606097769864,-0.14824774723950251,0.007545262329323288,-0.11854610969831558,-0.06226641622663309,-0.06808912338657955,0.05855311518439266,23
0.8762388706207276,0.02365802661417203,0.017531108856201173,0.0034546851927531514,gain,0.05,-1,5,20,80,0.01,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 80, 'reg_lambda': 0.01}",-4.035219227414848,-8.775657740156792,-3.344909832161537,-2.6936429537896807,-4.58723203831159,-4.6873323583668896,2.1413347107731564,896,-29751.39243469962,-28175.774186532366,-25505.855053647858,-25921.622662792164,-27795.435908579595,-27430.01604925032,1552.8117298078887,922,-1311780474.3954182,-1158515122.052644,-1721251242.4837894,-2030457639.089369,-1160732326.1814787,-1476547360.8405397,344885010.96305525,13,-0.01893128302153224,-0.14824250808197248,0.007543169620833123,-0.118545410322908,-0.062264405911932386,-0.0680880875435024,0.058550945872356264,7
0.8499481678009033,0.03222836530557789,0.022316455841064453,0.006324390250469602,gain,0.05,-1,5,20,80,0.03,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 80, 'reg_lambda': 0.03}",-4.03523943107968,-8.775677761942204,-3.344936590976586,-2.693654570610114,-4.587258616943837,-4.687353394310485,2.141335358787381,910,-29767.132671683066,-28183.61822533788,-25506.81624641456,-25916.16089806694,-27807.736493717573,-27436.292907044,1559.6769528653706,955,-1311781999.9867878,-1158514051.410754,-1721255959.8779173,-2030460605.8747747,-1160727582.924664,-1476548040.0149796,344887553.7423315,15,-0.018932468031373384,-0.14824144693352004,0.007540449616972977,-0.11854704467574306,-0.06226006503784065,-0.06808811501230083,0.058550121751121856,9
0.9118026256561279,0.05132035423604995,0.017229843139648437,0.004721843545268162,gain,0.05,-1,5,20,100,0,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 100, 'reg_lambda': 0}",-4.035189621493153,-8.775672905573405,-3.344893957678613,-2.6936204893007507,-4.587188818191024,-4.68731315844739,2.141348882479616,884,-29757.267464780594,-28160.622006649908,-25517.224423008367,-25918.16396485905,-27801.03482842531,-27430.862537544646,1551.2578185693912,932,-1311755950.1486614,-1158529182.057855,-1721247352.5418613,-2030441789.578062,-1160741570.6338418,-1476543168.9920564,344877425.2511715,1,-0.018912233704439396,-0.14825644341638444,0.007545412523752293,-0.11853667909021093,-0.062272866133532334,-0.06808656196416296,0.05855686705082848,1
0.9075808525085449,0.044569669112157255,0.018689823150634766,0.003138110896366583,gain,0.05,-1,5,20,100,0.01,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 100, 'reg_lambda': 0.01}",-4.035202147677835,-8.775688634324506,-3.3449096110480756,-2.6936261896984304,-4.58721075975435,-4.68732746850064,2.141350896268532,892,-29757.270293702673,-28156.323598230236,-25511.72425401958,-25924.155101484954,-27802.682768325667,-27430.431203152617,1551.1270226144381,926,-1311758909.4461896,-1158532623.8047915,-1721250210.345942,-2030442756.2227826,-1160741035.6496346,-1476545107.093868,344877321.7455058,5,-0.01891453235187779,-0.14825985464517144,0.007543764741540282,-0.11853721159874242,-0.06227237653341655,-0.06808804207753358,0.05855709088221174,5
0.9048046112060547,0.04926019358008385,0.019846010208129882,0.0049316903901090005,gain,0.05,-1,5,20,100,0.03,"{'importance_type': 'gain', 'learning_rate': 0.05, 'max_depth': -1, 'min_child_samples': 5, 'n_estimators': 20, 'num_leaves': 100, 'reg_lambda': 0.03}",-4.035208600416403,-8.775719798766337,-3.3449393113458497,-2.6936359287192353,-4.587232126447215,-4.687347153139008,2.1413566662336097,904,-29760.56497476946,-28156.300518282813,-25518.068705204118,-25924.60364135215,-27803.28123738748,-27432.563815399208,1550.4870869225992,941,-1311757025.8022897,-1158537633.6929336,-1721255789.45958,-2030448147.7532613,-1160733128.10072,-1476546344.961757,344880549.59887975,9,-0.018913069223150725,-0.14826482011037423,0.007540547878539194,-0.11854018170339042,-0.06226513980229398,-0.06808853259213403,0.05855852097215469,13
